"ParkName","Region","State","Year","RecreationVisits"
"Black Canyon of the Gunnison NP","Intermountain","CO","1989","288586"
"Arches NP","Intermountain","UT","1983","287875"
"Mesa Verde NP","Intermountain","CO","2020","287477"
"Great Sand Dunes NP & PRES","Intermountain","CO","1999","286745"
"Black Canyon of the Gunnison NP","Intermountain","CO","1987","285439"
"Great Sand Dunes NP & PRES","Intermountain","CO","2007","285121"
"Kenai Fjords NP","Alaska","AK","2007","284604"
"Kenai Fjords NP","Alaska","AK","2013","283502"
"Great Sand Dunes NP & PRES","Intermountain","CO","2010","283284"
"Big Bend NP","Intermountain","TX","1979","282941"
"Big Bend NP","Intermountain","TX","1989","281728"
"Kenai Fjords NP","Alaska","AK","2012","281279"
"Great Sand Dunes NP & PRES","Intermountain","CO","2011","280058"
"Great Sand Dunes NP & PRES","Intermountain","CO","1998","279768"
"Great Sand Dunes NP & PRES","Intermountain","CO","2005","279589"
"Big Bend NP","Intermountain","TX","1996","279454"
"Great Sand Dunes NP & PRES","Intermountain","CO","2001","277523"
"Channel Islands NP","Pacific West","CA","2010","277515"
"Canyonlands NP","Intermountain","UT","1990","276831"
"Black Canyon of the Gunnison NP","Intermountain","CO","1990","275323"
"Pinnacles NP","Pacific West","CA","2022","275023"
"Great Sand Dunes NP & PRES","Intermountain","CO","1988","274286"
"Kenai Fjords NP","Alaska","AK","1996","274034"
"Great Sand Dunes NP & PRES","Intermountain","CO","2008","273903"
"Kenai Fjords NP","Alaska","AK","2008","272190"
"Great Sand Dunes NP & PRES","Intermountain","CO","1990","272136"
"Great Sand Dunes NP & PRES","Intermountain","CO","2014","271774"
"Kenai Fjords NP","Alaska","AK","2014","270666"
"Arches NP","Intermountain","UT","1979","269840"
"Black Canyon of the Gunnison NP","Intermountain","CO","1988","269073"
"Great Sand Dunes NP & PRES","Intermountain","CO","2004","267204"
"Voyageurs NP","Midwest","MN","1980","266935"
"Black Canyon of the Gunnison NP","Intermountain","CO","1981","266604"
"Great Sand Dunes NP & PRES","Intermountain","CO","1989","266321"
"Black Canyon of the Gunnison NP","Intermountain","CO","1985","266012"
"Redwood NP","Pacific West","CA","2020","265177"
"Kenai Fjords NP","Alaska","AK","1998","263948"
"Voyageurs NP","Midwest","MN","2020","263091"
"New River Gorge NP & PRES","Northeast","WV","1985","263021"
"Channel Islands NP","Pacific West","CA","2024","262581"
"Kenai Fjords NP","Alaska","AK","2001","262353"
"Big Bend NP","Intermountain","TX","2000","262320"
"Great Sand Dunes NP & PRES","Intermountain","CO","2000","260789"
"Great Sand Dunes NP & PRES","Intermountain","CO","2006","258660"
"Kenai Fjords NP","Alaska","AK","2005","258297"
"Voyageurs NP","Midwest","MN","1981","257490"
"Canyonlands NP","Intermountain","UT","1989","257411"
"Big Bend NP","Intermountain","TX","1990","257378"
"Denali NP & PRES","Alaska","AK","1981","256593"
"Kenai Fjords NP","Alaska","AK","2000","254790"
"Great Sand Dunes NP & PRES","Intermountain","CO","2012","254674"
"Voyageurs NP","Midwest","MN","2010","253891"
"Black Canyon of the Gunnison NP","Intermountain","CO","1984","253048"
"Glacier Bay NP & PRES","Alaska","AK","1995","252265"
"Kenai Fjords NP","Alaska","AK","2002","251799"
"Kenai Fjords NP","Alaska","AK","2006","251630"
"Great Sand Dunes NP & PRES","Intermountain","CO","2003","251375"
"Denali NP & PRES","Alaska","AK","1979","251105"
"Glacier Bay NP & PRES","Alaska","AK","1994","250614"
"Congaree NP","Southeast","SC","2023","250114"
"Channel Islands NP","Pacific West","CA","2012","249594"
"Voyageurs NP","Midwest","MN","2004","249041"
"Biscayne NP","Southeast","FL","1980","248071"
"Voyageurs NP","Midwest","MN","1996","246588"
"Pinnacles NP","Pacific West","CA","2010","246575"
"Kenai Fjords NP","Alaska","AK","2004","244232"
"Kenai Fjords NP","Alaska","AK","2003","243719"
"Voyageurs NP","Midwest","MN","2001","243374"
"Guadalupe Mountains NP","Intermountain","TX","2021","243291"
"Voyageurs NP","Midwest","MN","2021","243042"
"Great Sand Dunes NP & PRES","Intermountain","CO","2013","242841"
"Channel Islands NP","Pacific West","CA","2011","242756"
"Glacier Bay NP & PRES","Alaska","AK","1993","242276"
"Congaree NP","Southeast","SC","2024","242049"
"Voyageurs NP","Midwest","MN","2016","241912"
"Voyageurs NP","Midwest","MN","2018","239656"
"Big Bend NP","Intermountain","TX","1988","239595"
"Voyageurs NP","Midwest","MN","2014","239160"
"Voyageurs NP","Midwest","MN","2015","238313"
"Voyageurs NP","Midwest","MN","2002","238227"
"Black Canyon of the Gunnison NP","Intermountain","CO","2016","238018"
"Pinnacles NP","Pacific West","CA","2013","237677"
"Voyageurs NP","Midwest","MN","2017","237250"
"Great Sand Dunes NP & PRES","Intermountain","CO","2002","234776"
"Voyageurs NP","Midwest","MN","2005","234577"
"Black Canyon of the Gunnison NP","Intermountain","CO","1979","234286"
"Voyageurs NP","Midwest","MN","2003","234231"
"Voyageurs NP","Midwest","MN","2013","233390"
"Pinnacles NP","Pacific West","CA","2017","233334"
"Voyageurs NP","Midwest","MN","2019","232974"
"Guadalupe Mountains NP","Intermountain","TX","1997","231980"
"Voyageurs NP","Midwest","MN","1998","231958"
"Voyageurs NP","Midwest","MN","2006","231875"
"New River Gorge NP & PRES","Northeast","WV","1984","231295"
"Kenai Fjords NP","Alaska","AK","1995","230657"
"Denali NP & PRES","Alaska","AK","2021","229521"
"Voyageurs NP","Midwest","MN","1999","228898"
"Voyageurs NP","Midwest","MN","1993","228143"
"Guadalupe Mountains NP","Intermountain","TX","1998","227924"
"Big Bend NP","Intermountain","TX","1987","227921"
"Voyageurs NP","Midwest","MN","1992","227498"
"Black Canyon of the Gunnison NP","Intermountain","CO","1982","227428"
"Voyageurs NP","Midwest","MN","2000","227371"
"Guadalupe Mountains NP","Intermountain","TX","2023","227340"
"Guadalupe Mountains NP","Intermountain","TX","2024","226134"
"Great Sand Dunes NP & PRES","Intermountain","CO","1987","225937"
"Guadalupe Mountains NP","Intermountain","TX","2017","225257"
"Pinnacles NP","Pacific West","CA","2012","224476"
"Voyageurs NP","Midwest","MN","1994","224181"
"Voyageurs NP","Midwest","MN","1988","223735"
"Voyageurs NP","Midwest","MN","1990","223554"
"Guadalupe Mountains NP","Intermountain","TX","1996","223485"
"Voyageurs NP","Midwest","MN","1997","223418"
"Voyageurs NP","Midwest","MN","2009","222429"
"Guadalupe Mountains NP","Intermountain","TX","2001","222307"
"Pinnacles NP","Pacific West","CA","2018","222152"
"Voyageurs NP","Midwest","MN","1991","221857"
"Voyageurs NP","Midwest","MN","2008","221585"
"Great Sand Dunes NP & PRES","Intermountain","CO","1986","221449"
"Voyageurs NP","Midwest","MN","2022","221434"
"Black Canyon of the Gunnison NP","Intermountain","CO","1995","221113"
"Voyageurs NP","Midwest","MN","2023","220825"
"Voyageurs NP","Midwest","MN","2007","220650"
"Guadalupe Mountains NP","Intermountain","TX","2022","219987"
"Guadalupe Mountains NP","Intermountain","TX","1999","219591"
"Black Canyon of the Gunnison NP","Intermountain","CO","2007","219576"
"Pinnacles NP","Pacific West","CA","1989","218601"
"Kenai Fjords NP","Alaska","AK","2009","218358"
"Denali NP & PRES","Alaska","AK","1980","216361"
"Pinnacles NP","Pacific West","CA","2016","215555"
"Congaree NP","Southeast","SC","2021","215181"
"Voyageurs NP","Midwest","MN","2012","214841"
"Pinnacles NP","Pacific West","CA","1990","214268"
"Black Canyon of the Gunnison NP","Intermountain","CO","1994","214194"
"Canyonlands NP","Intermountain","UT","1988","212100"
"Pinnacles NP","Pacific West","CA","1988","212094"
"Channel Islands NP","Pacific West","CA","2013","212029"
"Glacier Bay NP & PRES","Alaska","AK","1992","211424"
"Voyageurs NP","Midwest","MN","1995","210938"
"Black Canyon of the Gunnison NP","Intermountain","CO","1997","209863"
"Voyageurs NP","Midwest","MN","1989","209626"
"Kenai Fjords NP","Alaska","AK","1994","209516"
"Black Canyon of the Gunnison NP","Intermountain","CO","2015","209166"
"Guadalupe Mountains NP","Intermountain","TX","1995","208972"
"Pinnacles NP","Pacific West","CA","2015","206533"
"Channel Islands NP","Pacific West","CA","1983","205024"
"Pinnacles NP","Pacific West","CA","1987","204705"
"Congaree NP","Southeast","SC","2022","204522"
"Glacier Bay NP & PRES","Alaska","AK","1991","203653"
"Guadalupe Mountains NP","Intermountain","TX","1994","203520"
"Channel Islands NP","Pacific West","CA","1984","203411"
"Biscayne NP","Southeast","FL","1979","202938"
"Guadalupe Mountains NP","Intermountain","TX","2002","202911"
"Voyageurs NP","Midwest","MN","1987","201727"
"Guadalupe Mountains NP","Intermountain","TX","1993","201054"
"Big Bend NP","Intermountain","TX","1986","200622"
"Guadalupe Mountains NP","Intermountain","TX","1991","200398"
"Black Canyon of the Gunnison NP","Intermountain","CO","1999","200142"
"Black Canyon of the Gunnison NP","Intermountain","CO","1996","200125"
"Voyageurs NP","Midwest","MN","2024","199030"
"Guadalupe Mountains NP","Intermountain","TX","2009","198882"
"Guadalupe Mountains NP","Intermountain","TX","2000","198762"
"Pinnacles NP","Pacific West","CA","1986","198236"
"Virgin Islands NP","Southeast","VI","2022","196752"
"Pinnacles NP","Pacific West","CA","2014","196635"
"Voyageurs NP","Midwest","MN","1979","195277"
"Pinnacles NP","Pacific West","CA","1993","194757"
"Black Canyon of the Gunnison NP","Intermountain","CO","1998","193451"
"Guadalupe Mountains NP","Intermountain","TX","1990","192890"
"Pinnacles NP","Pacific West","CA","1991","192610"
"Black Canyon of the Gunnison NP","Intermountain","CO","2012","192570"
"Guadalupe Mountains NP","Intermountain","TX","2010","192210"
"Pinnacles NP","Pacific West","CA","1992","191683"
"Pinnacles NP","Pacific West","CA","1985","191578"
"Black Canyon of the Gunnison NP","Intermountain","CO","2000","191506"
"Kenai Fjords NP","Alaska","AK","1993","189712"
"Guadalupe Mountains NP","Intermountain","TX","2019","188833"
"Big Bend NP","Intermountain","TX","1985","188045"
"Glacier Bay NP & PRES","Alaska","AK","1990","186427"
"Channel Islands NP","Pacific West","CA","1993","184867"
"Voyageurs NP","Midwest","MN","1985","183984"
"Carlsbad Caverns NP","Intermountain","NM","2020","183835"
"Black Canyon of the Gunnison NP","Intermountain","CO","2014","183045"
"Great Sand Dunes NP & PRES","Intermountain","CO","1985","182713"
"Guadalupe Mountains NP","Intermountain","TX","2004","182351"
"Guadalupe Mountains NP","Intermountain","TX","2016","181839"
"Guadalupe Mountains NP","Intermountain","TX","2003","181357"
"Black Canyon of the Gunnison NP","Intermountain","CO","2001","181018"
"Black Canyon of the Gunnison NP","Intermountain","CO","2005","180814"
"Big Bend NP","Intermountain","TX","1982","180144"
"Guadalupe Mountains NP","Intermountain","TX","1988","178910"
"Pinnacles NP","Pacific West","CA","2001","178243"
"Pinnacles NP","Pacific West","CA","1995","177527"
"Pinnacles NP","Pacific West","CA","2019","177224"
"Voyageurs NP","Midwest","MN","2011","177184"
"Black Canyon of the Gunnison NP","Intermountain","CO","2010","176344"
"Black Canyon of the Gunnison NP","Intermountain","CO","2013","175852"
"Black Canyon of the Gunnison NP","Intermountain","CO","2004","175581"
"Great Sand Dunes NP & PRES","Intermountain","CO","1982","175273"
"Channel Islands NP","Pacific West","CA","1994","175226"
"Guadalupe Mountains NP","Intermountain","TX","1992","175120"
"Channel Islands NP","Pacific West","CA","1987","174607"
"Guadalupe Mountains NP","Intermountain","TX","2006","174157"
"Big Bend NP","Intermountain","TX","1980","174008"
"Black Canyon of the Gunnison NP","Intermountain","CO","2002","173687"
"Canyonlands NP","Intermountain","UT","1986","172987"
"Channel Islands NP","Pacific West","CA","1986","172913"
"Pinnacles NP","Pacific West","CA","1994","172642"
"Great Sand Dunes NP & PRES","Intermountain","CO","1981","172505"
"Canyonlands NP","Intermountain","UT","1987","172384"
"Guadalupe Mountains NP","Intermountain","TX","2018","172347"
"Channel Islands NP","Pacific West","CA","1982","172287"
"Voyageurs NP","Midwest","MN","1986","172137"
"Pinnacles NP","Pacific West","CA","1997","171971"
"Black Canyon of the Gunnison NP","Intermountain","CO","2009","171451"
"Pinnacles NP","Pacific West","CA","2009","171112"
"Pinnacles NP","Pacific West","CA","1982","171026"
"Pinnacles NP","Pacific West","CA","2005","170994"
"Pinnacles NP","Pacific West","CA","1983","170631"
"Guadalupe Mountains NP","Intermountain","TX","2005","170383"
"Guadalupe Mountains NP","Intermountain","TX","2015","169535"
"Channel Islands NP","Pacific West","CA","1992","169181"
"Guadalupe Mountains NP","Intermountain","TX","1989","168872"
"Channel Islands NP","Pacific West","CA","1988","168592"
"Black Canyon of the Gunnison NP","Intermountain","CO","2011","168336"
"Great Basin NP","Pacific West","NV","2017","168028"
"Big Bend NP","Intermountain","TX","1984","167665"
"Virgin Islands NP","Southeast","VI","2020","167540"
"Big Bend NP","Intermountain","TX","1981","167332"
"Channel Islands NP","Pacific West","CA","2020","167290"
"Black Canyon of the Gunnison NP","Intermountain","CO","2003","167247"
"Pinnacles NP","Pacific West","CA","2008","166988"
"Guadalupe Mountains NP","Intermountain","TX","2014","166868"
"Pinnacles NP","Pacific West","CA","1984","166258"
"Pinnacles NP","Pacific West","CA","2020","165740"
"Guadalupe Mountains NP","Intermountain","TX","2007","165110"
"Big Bend NP","Intermountain","TX","1983","164926"
"Pinnacles NP","Pacific West","CA","1999","164854"
"Pinnacles NP","Pacific West","CA","1996","164465"
"Channel Islands NP","Pacific West","CA","1985","164132"
"Guadalupe Mountains NP","Intermountain","TX","2008","163709"
"Pinnacles NP","Pacific West","CA","1980","163626"
"Guadalupe Mountains NP","Intermountain","TX","1986","163313"
"Pinnacles NP","Pacific West","CA","2003","162791"
"Great Sand Dunes NP & PRES","Intermountain","CO","1979","162546"
"Pinnacles NP","Pacific West","CA","2002","162266"
"Pinnacles NP","Pacific West","CA","2000","162110"
"Pinnacles NP","Pacific West","CA","2007","161019"
"Black Canyon of the Gunnison NP","Intermountain","CO","2006","160450"
"Black Canyon of the Gunnison NP","Intermountain","CO","2008","160185"
"Congaree NP","Southeast","SC","2017","159595"
"Congaree NP","Southeast","SC","2019","159445"
"Guadalupe Mountains NP","Intermountain","TX","2012","159360"
"Pinnacles NP","Pacific West","CA","2006","158824"
"Pinnacles NP","Pacific West","CA","2004","157397"
"Guadalupe Mountains NP","Intermountain","TX","1987","156344"
"Pinnacles NP","Pacific West","CA","1981","155205"
"Voyageurs NP","Midwest","MN","1984","154723"
"Pinnacles NP","Pacific West","CA","1979","153717"
"Great Basin NP","Pacific West","NV","2018","153094"
"Channel Islands NP","Pacific West","CA","1989","152662"
"Guadalupe Mountains NP","Intermountain","TX","2011","152546"
"Great Basin NP","Pacific West","NV","2024","152068"
"Guadalupe Mountains NP","Intermountain","TX","1984","151862"
"Guadalupe Mountains NP","Intermountain","TX","2020","151256"
"Glacier Bay NP & PRES","Alaska","AK","1989","150270"
"Great Sand Dunes NP & PRES","Intermountain","CO","1983","150177"
"Channel Islands NP","Pacific West","CA","1991","149263"
"Glacier Bay NP & PRES","Alaska","AK","1988","148756"
"Guadalupe Mountains NP","Intermountain","TX","1985","147758"
"Voyageurs NP","Midwest","MN","1983","146454"
"Congaree NP","Southeast","SC","2018","145929"
"Guadalupe Mountains NP","Intermountain","TX","2013","145670"
"Great Basin NP","Pacific West","NV","2021","144875"
"Great Basin NP","Pacific West","NV","2016","144846"
"Channel Islands NP","Pacific West","CA","1990","144083"
"Congaree NP","Southeast","SC","2016","143843"
"Voyageurs NP","Midwest","MN","1982","143724"
"Great Basin NP","Pacific West","NV","2023","143265"
"Guadalupe Mountains NP","Intermountain","TX","1983","142736"
"Guadalupe Mountains NP","Intermountain","TX","1981","142641"
"Great Sand Dunes NP & PRES","Intermountain","CO","1980","142427"
"Great Basin NP","Pacific West","NV","2022","142115"
"Great Sand Dunes NP & PRES","Intermountain","CO","1984","141833"
"Guadalupe Mountains NP","Intermountain","TX","1982","140620"
"Glacier Bay NP & PRES","Alaska","AK","1986","136877"
"Congaree NP","Southeast","SC","2006","134045"
"Virgin Islands NP","Southeast","VI","2019","133398"
"Great Basin NP","Pacific West","NV","2019","131802"
"Glacier Bay NP & PRES","Alaska","AK","1985","130943"
"Glacier Bay NP & PRES","Alaska","AK","1987","130926"
"Congaree NP","Southeast","SC","2004","126247"
"Congaree NP","Southeast","SC","2009","122970"
"Congaree NP","Southeast","SC","2010","121208"
"Congaree NP","Southeast","SC","2013","120340"
"Great Basin NP","Pacific West","NV","2020","120248"
"Congaree NP","Southeast","SC","2011","120166"
"Congaree NP","Southeast","SC","2014","120122"
"Congaree NP","Southeast","SC","2001","119738"
"Congaree NP","Southeast","SC","2020","119306"
"Canyonlands NP","Intermountain","UT","1985","116672"
"Great Basin NP","Pacific West","NV","2015","116123"
"Kenai Fjords NP","Alaska","AK","2020","115882"
"Congaree NP","Southeast","SC","2007","115524"
"Guadalupe Mountains NP","Intermountain","TX","1980","113825"
"Virgin Islands NP","Southeast","VI","2018","112287"
"Guadalupe Mountains NP","Intermountain","TX","1979","110478"
"Congaree NP","Southeast","SC","2012","109685"
"Glacier Bay NP & PRES","Alaska","AK","1984","108297"
"Kenai Fjords NP","Alaska","AK","1992","108130"
"Great Basin NP","Pacific West","NV","2014","107526"
"Congaree NP","Southeast","SC","2003","107114"
"Kenai Fjords NP","Alaska","AK","1991","107041"
"Congaree NP","Southeast","SC","2008","104913"
"Channel Islands NP","Pacific West","CA","1980","104574"
"Canyonlands NP","Intermountain","UT","1984","102533"
"Congaree NP","Southeast","SC","2002","101620"
"Canyonlands NP","Intermountain","UT","1983","100022"
"Canyonlands NP","Intermountain","UT","1982","97079"
"Congaree NP","Southeast","SC","2000","95619"
"Glacier Bay NP & PRES","Alaska","AK","1980","95005"
"Great Basin NP","Pacific West","NV","2012","94850"
"Pinnacles NP","Pacific West","CA","1998","94639"
"Congaree NP","Southeast","SC","1998","93725"
"Great Basin NP","Pacific West","NV","2013","92893"
"Glacier Bay NP & PRES","Alaska","AK","1983","92057"
"Great Basin NP","Pacific West","NV","1993","91915"
"Great Basin NP","Pacific West","NV","2011","91451"
"Glacier Bay NP & PRES","Alaska","AK","1979","91032"
"Great Basin NP","Pacific West","NV","1997","90760"
"Glacier Bay NP & PRES","Alaska","AK","1982","90354"
"Great Basin NP","Pacific West","NV","1999","90119"
"Canyonlands NP","Intermountain","UT","1981","89915"
"Glacier Bay NP & PRES","Alaska","AK","2021","89768"
"Great Basin NP","Pacific West","NV","2010","88870"
"Great Basin NP","Pacific West","NV","1994","88024"
"Great Basin NP","Pacific West","NV","1995","87829"
"Channel Islands NP","Pacific West","CA","1981","87514"
"Congaree NP","Southeast","SC","2015","87513"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2012","87158"
"Great Basin NP","Pacific West","NV","2003","87020"
"Great Basin NP","Pacific West","NV","1996","86635"
"Great Basin NP","Pacific West","NV","2002","85777"
"Glacier Bay NP & PRES","Alaska","AK","1981","85071"
"Great Basin NP","Pacific West","NV","2009","84974"
"Dry Tortugas NP","Southeast","FL","2024","84873"
"Congaree NP","Southeast","SC","2005","84301"
"Dry Tortugas NP","Southeast","FL","2023","84285"
"Katmai NP & PRES","Alaska","AK","2019","84167"
"Dry Tortugas NP","Southeast","FL","2021","83817"
"Dry Tortugas NP","Southeast","FL","2000","83704"
"Channel Islands NP","Pacific West","CA","1979","82937"
"Katmai NP & PRES","Alaska","AK","2007","82634"
"Congaree NP","Southeast","SC","1999","82223"
"Great Basin NP","Pacific West","NV","2001","81712"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2024","81670"
"Great Basin NP","Pacific West","NV","2007","81364"
"Great Basin NP","Pacific West","NV","2000","81045"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2015","80366"
"Great Basin NP","Pacific West","NV","1998","80363"
"Great Basin NP","Pacific West","NV","2004","79879"
"Dry Tortugas NP","Southeast","FL","2002","79582"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2018","79450"
"Dry Tortugas NP","Southeast","FL","2019","79200"
"Dry Tortugas NP","Southeast","FL","2001","79186"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2016","79047"
"Great Basin NP","Pacific West","NV","2006","78524"
"Dry Tortugas NP","Southeast","FL","2022","78488"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2023","78305"
"Great Basin NP","Pacific West","NV","2005","77741"
"Kenai Fjords NP","Alaska","AK","1989","75557"
"Dry Tortugas NP","Southeast","FL","2011","75171"
"Dry Tortugas NP","Southeast","FL","2003","74741"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2014","74722"
"Canyonlands NP","Intermountain","UT","1979","74545"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2019","74518"
"Dry Tortugas NP","Southeast","FL","1999","74186"
"Dry Tortugas NP","Southeast","FL","2016","73661"
"Great Basin NP","Pacific West","NV","1988","73559"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2010","73170"
"Katmai NP & PRES","Alaska","AK","2000","71389"
"Dry Tortugas NP","Southeast","FL","2015","70862"
"Congaree NP","Southeast","SC","1997","70716"
"Great Basin NP","Pacific West","NV","1989","70259"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2013","69984"
"National Park of American Samoa","Pacific West","AS","2017","69468"
"Great Basin NP","Pacific West","NV","2008","69235"
"Great Basin NP","Pacific West","NV","1992","69144"
"Katmai NP & PRES","Alaska","AK","2006","68630"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2017","68292"
"Congaree NP","Southeast","SC","1995","67949"
"Dry Tortugas NP","Southeast","FL","2004","67917"
"Congaree NP","Southeast","SC","1994","67756"
"Katmai NP & PRES","Alaska","AK","2001","67038"
"Kenai Fjords NP","Alaska","AK","1990","66115"
"North Cascades NP","Pacific West","WA","1995","65984"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2008","65693"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2022","65236"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2011","65225"
"Great Basin NP","Pacific West","NV","1990","65026"
"Dry Tortugas NP","Southeast","FL","2014","64865"
"Dry Tortugas NP","Southeast","FL","2006","64122"
"Dry Tortugas NP","Southeast","FL","2008","63947"
"Great Basin NP","Pacific West","NV","1991","63864"
"Great Basin NP","Pacific West","NV","1987","63532"
"Congaree NP","Southeast","SC","1996","62614"
"Dry Tortugas NP","Southeast","FL","2005","61765"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2007","61085"
"Dry Tortugas NP","Southeast","FL","2007","60895"
"Dry Tortugas NP","Southeast","FL","2012","60550"
"Kenai Fjords NP","Alaska","AK","1987","60428"
"Dry Tortugas NP","Southeast","FL","1998","60136"
"National Park of American Samoa","Pacific West","AS","2019","60006"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2009","59966"
"Katmai NP & PRES","Alaska","AK","2002","59025"
"Kenai Fjords NP","Alaska","AK","1988","59017"
"Dry Tortugas NP","Southeast","FL","2013","58401"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2004","57221"
"Dry Tortugas NP","Southeast","FL","2018","56810"
"Katmai NP & PRES","Alaska","AK","2004","56787"
"Canyonlands NP","Intermountain","UT","1980","56505"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2005","56224"
"Katmai NP & PRES","Alaska","AK","1994","55728"
"Katmai NP & PRES","Alaska","AK","2010","55172"
"Denali NP & PRES","Alaska","AK","2020","54850"
"Congaree NP","Southeast","SC","1993","54669"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1995","54430"
"Kenai Fjords NP","Alaska","AK","1986","54296"
"Dry Tortugas NP","Southeast","FL","2017","54281"
"Katmai NP & PRES","Alaska","AK","2005","54274"
"Dry Tortugas NP","Southeast","FL","2010","53890"
"Katmai NP & PRES","Alaska","AK","1993","53421"
"Dry Tortugas NP","Southeast","FL","2009","52011"
"Katmai NP & PRES","Alaska","AK","2003","51589"
"Katmai NP & PRES","Alaska","AK","2020","51511"
"Katmai NP & PRES","Alaska","AK","1999","51399"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2006","50336"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2021","50189"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1994","50146"
"Katmai NP & PRES","Alaska","AK","2011","48939"
"Dry Tortugas NP","Southeast","FL","2020","48543"
"Dry Tortugas NP","Southeast","FL","1997","47224"
"Katmai NP & PRES","Alaska","AK","1992","46196"
"Katmai NP & PRES","Alaska","AK","1988","45710"
"Katmai NP & PRES","Alaska","AK","1998","45470"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1993","45335"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2003","43311"
"Katmai NP & PRES","Alaska","AK","2009","43035"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1992","42229"
"Katmai NP & PRES","Alaska","AK","1986","41663"
"Katmai NP & PRES","Alaska","AK","1991","41417"
"Katmai NP & PRES","Alaska","AK","1990","40778"
"Great Basin NP","Pacific West","NV","1986","40359"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2002","40352"
"North Cascades NP","Pacific West","WA","2023","40351"
"Katmai NP & PRES","Alaska","AK","1989","40247"
"Congaree NP","Southeast","SC","1992","40018"
"Katmai NP & PRES","Alaska","AK","2012","39818"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1991","38971"
"Katmai NP & PRES","Alaska","AK","1987","38212"
"North Cascades NP","Pacific West","WA","2019","38208"
"Katmai NP & PRES","Alaska","AK","2015","37818"
"Katmai NP & PRES","Alaska","AK","2016","37818"
"Katmai NP & PRES","Alaska","AK","2017","37818"
"Katmai NP & PRES","Alaska","AK","2018","37818"
"Great Basin NP","Pacific West","NV","1984","37676"
"Great Basin NP","Pacific West","NV","1985","36343"
"Katmai NP & PRES","Alaska","AK","2024","36230"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1990","35976"
"Kenai Fjords NP","Alaska","AK","1985","35758"
"Dry Tortugas NP","Southeast","FL","1996","35127"
"Katmai NP & PRES","Alaska","AK","2022","33908"
"Katmai NP & PRES","Alaska","AK","2023","33763"
"Great Basin NP","Pacific West","NV","1980","33383"
"Great Basin NP","Pacific West","NV","1981","33367"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1989","33221"
"Dry Tortugas NP","Southeast","FL","1995","32870"
"North Cascades NP","Pacific West","WA","1998","32753"
"Great Basin NP","Pacific West","NV","1982","32264"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1997","31833"
"Isle Royale NP","Midwest","MI","1987","31760"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1996","31467"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1988","31046"
"Congaree NP","Southeast","SC","1991","30975"
"Katmai NP & PRES","Alaska","AK","2014","30896"
"North Cascades NP","Pacific West","WA","2020","30885"
"Kenai Fjords NP","Alaska","AK","1984","30703"
"Great Basin NP","Pacific West","NV","1983","30335"
"North Cascades NP","Pacific West","WA","2017","30326"
"North Cascades NP","Pacific West","WA","2022","30154"
"North Cascades NP","Pacific West","WA","2018","30085"
"Great Basin NP","Pacific West","NV","1979","29947"
"Kobuk Valley NP","Alaska","AK","2012","29550"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1999","29252"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1987","29191"
"Katmai NP & PRES","Alaska","AK","2013","28966"
"Isle Royale NP","Midwest","MI","2023","28965"
"National Park of American Samoa","Pacific West","AS","2016","28892"
"Isle Royale NP","Midwest","MI","2024","28806"
"North Cascades NP","Pacific West","WA","2016","28646"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2001","28643"
"National Park of American Samoa","Pacific West","AS","2018","28626"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2000","28331"
"Isle Royale NP","Midwest","MI","2017","28196"
"North Cascades NP","Pacific West","WA","1996","27910"
